scan_rate_mV_s,potential_V_vs_RHE,current_mA
100,1.3140,-4.0107
100,1.3120,-4.2056
100,1.3100,-4.3869
100,1.3080,-4.5537
100,1.3060,-4.6831
100,1.3040,-4.7859
100,1.3020,-4.8709
100,1.3000,-4.9365
100,1.2980,-4.9633
100,1.2960,-4.9580
100,1.2940,-4.9211
100,1.2920,-4.8530
100,1.2900,-4.7648
100,1.2880,-4.6325
100,1.2860,-4.4923
100,1.2840,-4.3229
100,1.2820,-4.1293
100,1.2800,-3.9284
100,1.2780,-3.7099
100,1.2760,-3.4957
100,1.2740,-3.2681
100,1.2720,-3.0305
100,1.2700,-2.7887
100,1.2680,-2.5731
100,1.2660,-2.3495
100,1.2640,-2.1348
100,1.2620,-1.9308
100,1.2600,-1.7379
100,1.2580,-1.5521
100,1.2560,-1.3936
100,1.2540,-1.2465
100,1.2520,-1.1030
100,1.2500,-0.9865
100,1.2480,-0.8724
100,1.2460,-0.7665
100,1.2440,-0.6785
100,1.2420,-0.5989
100,1.2400,-0.5421
100,1.2380,-0.4857
100,1.2360,-0.4411
100,1.2340,-0.3962
100,1.2320,-0.3704
100,1.2300,-0.3372
100,1.2280,-0.3108
100,1.2260,-0.2990
100,1.2240,-0.2828
100,1.2220,-0.2705
100,1.2200,-0.2569
100,1.2180,-0.2430
100,1.2160,-0.2397
100,1.2140,-0.2350
100,1.2120,-0.2339
100,1.2100,-0.2321
100,1.2080,-0.2338
100,1.2060,-0.2244
100,1.2040,-0.2205
100,1.2020,-0.2204
100,1.2000,-0.2167
100,1.1980,-0.2177
100,1.1960,-0.2153
100,1.1940,-0.2199
100,1.1920,-0.2204
100,1.1900,-0.2212
100,1.1880,-0.2168
100,1.1860,-0.2197
100,1.1840,-0.2173
100,1.1820,-0.2169
100,1.1800,-0.2224
100,1.1780,-0.2175
100,1.1760,-0.2213
100,1.1740,-0.2197
100,1.1720,-0.2264
100,1.1700,-0.2199
100,1.1680,-0.2194
100,1.1660,-0.2184
100,1.1640,-0.2205
100,1.1620,-0.2151
100,1.1600,-0.2213
100,1.1580,-0.2272
100,1.1560,-0.2255
100,1.1540,-0.2151
100,1.1520,-0.2285
100,1.1500,-0.2220
100,1.1480,-0.2270
100,1.1460,-0.2250
100,1.1440,-0.2158
100,1.1420,-0.2242
100,1.1400,-0.2217
100,1.1380,-0.2232
100,1.1360,-0.2273
100,1.1340,-0.2111
100,1.1320,-0.2148
100,1.1300,-0.2142
100,1.1280,-0.2209
100,1.1260,-0.2270
100,1.1240,-0.2124
100,1.1220,-0.2105
100,1.1200,-0.2235
100,1.1180,-0.2217
100,1.1160,-0.2155
100,1.1140,-0.2196
100,1.1120,-0.2217
100,1.1100,-0.2156
100,1.1080,-0.2180
100,1.1060,-0.2123
100,1.1040,-0.2171
100,1.1020,-0.2143
100,1.1000,-0.2205
100,1.0980,-0.2232
100,1.0960,-0.2177
100,1.0940,-0.2156
100,1.0920,-0.2124
100,1.0900,-0.2226
100,1.0880,-0.2218
100,1.0860,-0.2210
100,1.0840,-0.2188
100,1.0820,-0.2195
100,1.0800,-0.2207
100,1.0780,-0.2281
100,1.0760,-0.2240
100,1.0740,-0.2236
100,1.0720,-0.2205
100,1.0700,-0.2187
100,1.0680,-0.2235
100,1.0660,-0.2231
100,1.0640,-0.2166
100,1.0620,-0.2148
100,1.0600,-0.2214
100,1.0580,-0.2188
100,1.0560,-0.2187
100,1.0540,-0.2236
100,1.0520,-0.2196
100,1.0500,-0.2185
100,1.0480,-0.2249
100,1.0460,-0.2181
100,1.0440,-0.2201
100,1.0420,-0.2199
100,1.0400,-0.2227
100,1.0380,-0.2156
100,1.0360,-0.2231
100,1.0340,-0.2222
100,1.0320,-0.2212
100,1.0300,-0.2210
100,1.0280,-0.2208
100,1.0260,-0.2201
100,1.0240,-0.2222
100,1.0220,-0.2222
100,1.0200,-0.2191
100,1.0180,-0.2133
100,1.0160,-0.2119
100,1.0140,-0.2195
100,1.0120,-0.2181
100,1.0100,-0.2136
100,1.0080,-0.2179
100,1.0060,-0.2200
100,1.0040,-0.2288
100,1.0020,-0.2223
100,1.0000,-0.2177
